index,codigo,detalle_url,entidad,objeto,estado,ubicacion,presupuesto,fecha_publicacion,semestre,cum_id,principio_activo,forma_farmaceutica,concentracion,presentacion,cantidad,precio_referencial,subtotal,proveedor_adjudicado,valor_adjudicado,fecha_adjudicacion,contrato
650,SICM-568-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=NlgEWzocaqbWvAqYrv12naiGCDQ4XfjrlgtHw-chuBM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: TOXINA BOTULINICA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 500 U - PRESENTACIÓN COMERCIAL: CAJA X VIAL ES,Adjudicado oferente ganador,PICHINCHA / QUITO,$363.88129,2022-08-09 08:00:00,Second 2022,M03AX01SPR248X0,Toxina botulinica,Sólido parenteral,500 U,Caja x vial (es),9462.0,USD 363.881290,"USD 3,443,044.765980",ECUAQUIMICA ECUATORIANA DE PRODUCTOS QUIMICOS C.A.,USD 340.000000,2022-10-31 16:09:01,SI
653,SICM-571-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=SU6AobUUcbpiG8UF43wS9uGhjvkIYgE1sG-lb_49jV8,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ÁCIDO VALPRÓICO SAL SÓDICA - FORMA FARMACÉUTICA:LÍQUIDO PARENTERAL - CONCENTRACIÓN: 100 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIALES X 5 ML,Adjudicado otros oferentes,PICHINCHA / QUITO,$13.43113,2022-08-09 08:00:00,Second 2022,N03AG01LPR088V5,Ácido valpróico (sal sódica),Líquido parenteral,100 mg/mL,Caja x vial(es) x 5 mL,36886.0,USD 13.431133,"USD 495,420.771838",LABORATORIOS LACFARMA S.A.,USD 6.700000,2023-02-13 17:20:09,SI
659,SICM-577-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=O0rrLBmhgYcsrv6eajF5ErwA2KHrknvOy9wzgVH4JF0,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: EPINEFRINA ADRENALINA RACÉMICA - FORMA FARMACÉUTICA: LÍQUIDO PARA NEBULIZACIÓN - CONCENTRACIÓN:2,25 % 22,5 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIALES X 0,5 ML",Adjudicado oferente ganador,PICHINCHA / QUITO,$3.70000,2022-08-09 08:00:00,Second 2022,R03AA01LNB155C4,Epinefrina (adrenalina) racémica,Líquido para nebulización,"2,25 % (22,5 mg/mL)","Caja x vial(es) x 0,5 mL",127487.0,USD 3.700000,"USD 471,701.900000",GENECOM CIA. LTDA.,USD 3.300000,2022-10-20 12:42:16,SI
660,SICM-578-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=QZCpLicC-Tw7RU1qlVO2aDpUf0O8ndzPUcVJJcvWOk0,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: FLUOROMETOLONA - FORMA FARMACÉUTICA: LÍQUIDO OFTÁLMICO - CONCENTRACIÓN:0,1 % - PRESENTACIÓN COMERCIAL: CAJA X FRASCO GOTERO",Adjudicado otros oferentes,PICHINCHA / QUITO,$2.73000,2022-08-09 08:00:00,Second 2022,S01BA07LOF022X0,Fluorometolona,Líquido oftálmico,"0,1%",Caja x frasco gotero,66083.0,USD 2.730000,"USD 180,406.590000",INTERBIOTIK CIA. LTDA.,USD 2.489000,2023-02-13 17:10:14,SI
662,SICM-580-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=2y7bt-tKDr0jC8Llz3yYZSWs8Oo28k110H56pcXIRpU,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: ATROPINA - FORMA FARMACÉUTICA: LÍQUIDO OFTÁLMICO - CONCENTRACIÓN:0,5 % - PRESENTACIÓN COMERCIAL: CAJA X FRASCO GOTERO X 5 ML MÍNIMO",Adjudicado oferente ganador,PICHINCHA / QUITO,$0.72710,2022-08-09 08:00:00,Second 2022,S01FA01LOF041X0,Atropina,Líquido oftálmico,"0,5 %",Caja x frasco gotero x 5 mL (mínimo),104365.0,USD 0.727099,"USD 75,883.687135",SALUD EXPRESS SALUDEXPRESS CIA LTDA,USD 0.650000,2022-12-30 09:52:23,SI
664,SICM-582-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=yaCdK8NuTgyCA_zE3_AB-FKIe00vgvCOB5I-7w8fNYg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: SUGAMMADEX - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 100 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIALES X 2 ML,Adjudicado otros oferentes,PICHINCHA / QUITO,$85.00000,2022-08-09 08:00:00,Second 2022,V03AB35LPR088V2,Sugammadex,Líquido parenteral,100 mg/mL,Caja x vial(es) x 2 mL,18556.0,USD 85.000000,"USD 1,577,260.000000",SEVEN PHARMA DEL ECUADOR DISTRIBUIDORA & COMERCIALIZADORA SEVENPHARMA S.A.,USD 42.500000,2022-12-21 13:41:58,SI
666,SICM-584-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=3F4jZJSCxmi9Vxqx1BazEFjEdaLxP146PxBQ8MWVLi4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: DEXRAZOXANO - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL ES,Adjudicado otros oferentes,PICHINCHA / QUITO,$213.00000,2022-08-09 08:00:00,Second 2022,V03AF02SPR241X0,Dexrazoxano,Sólido parenteral,500 mg,Caja x vial (es),1650.0,USD 213.000000,"USD 351,450.000000",LABORATORIOS LACFARMA S.A.,USD 117.000000,2023-01-30 09:34:31,SI
667,SICM-585-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=x5qntmTlpydFHUtgMIqJYigjxcqhgE1C6qugp6DT-1c,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: BUTILESCOPOLAMINA N-BUTILBROMURO DE HIOSCINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 20 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLAS X 1 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.39000,2022-08-09 08:00:00,Second 2022,A03BB01LPR144A3,Butilescopolamina (N-butilbromuro de hioscina),Líquido parenteral,20 mg/mL,Caja x ampolla(s) x 1 mL,2437159.0,USD 0.390000,"USD 950,492.010000",NEOETHICALS CIA. LTDA.,USD 0.290000,2022-10-20 12:51:15,SI
668,SICM-586-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=HKgKOFLHBiAx35xPVz6gDQuFCVnaGjLWuv4I_-8EBns,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ONDANSETRÓN - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 4 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.32000,2022-08-09 08:00:00,Second 2022,A04AA01SOR202X0,Ondansetrón,Sólido oral,4 mg,Caja x blíster/ristra,601513.0,USD 0.320000,"USD 192,484.160000",QUALIPHARM LABORATORIO FARMACEUTICO S.A.,USD 0.178000,2023-02-10 15:43:42,SI
669,SICM-587-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=2Bxqy6zCUp2hz790GwoSjRUu29BPbztCpi6yeLM_CiE,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ONDANSETRÓN - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 8 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.06000,2022-08-09 08:00:00,Second 2022,A04AA01SOR275X0,Ondansetrón,Sólido oral,8 mg,Caja x blíster/ristra,1097702.0,USD 0.060000,"USD 65,862.120000",PHARMEDIC S.A.,USD 0.039800,2022-12-01 15:17:37,SI
672,SICM-530-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=uATujxaAerYvDmEW9NME-1nKIwW3Q4dbV4eOnRd9tlI,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: INSULINA GLARGINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 100 UI/ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- X 10 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$33.86463,2022-08-08 08:00:00,Second 2022,A10AE04LPR090V6,Insulina glargina,Líquido parenteral,100 UI/mL,Caja x vial(es) x 10 mL,131613.0,USD 33.864632,"USD 4,457,025.811416",OFTALVIS S.A.,USD 15.600000,2022-10-31 16:22:00,SI
673,SICM-531-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=lX_fmQcN-JgVdZXnnlYNZlCcuyShvsr4NPu2sQL3gAE,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: COMPLEJO B: TIAMINA -VITAMINA B1- - PIRIDOXINA -VITAMINA B6- CIANOCOBALAMINA -VITAMINA B12- FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: ? 4 MG?  1 MG?  1 MCG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.01800,2022-08-08 08:00:00,Second 2022,A11DB00SOR013X0,Complejo B: Tiamina (Vitamina B1) - Piridoxina (Vitamina B6) - Cianocobalamina (Vitamina B12),Sólido oral,? 4 mg   ? 1 mg   ? 1 mcg,Caja x blíster/ristra,183153625.0,USD 0.018000,"USD 3,296,765.250000",TOTALCARE PHARMA S.A.,USD 0.014550,2022-10-20 11:52:57,SI
675,SICM-533-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=ZkBrganqoBDjkhdLfaG0lWBdmK3cfmCu17oaZ_I6APk,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: TICAGRELOR - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 90 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$1.10000,2022-08-08 08:00:00,Second 2022,B01AC24SOR286X0,Ticagrelor,Sólido oral,90 mg,Caja x blíster/ristra,822512.0,USD 1.100000,"USD 904,763.200000",NORTH LIFE PHARMA ECUADOR NLF C.L.,USD 0.799000,2023-10-13 16:04:48,SI
677,SICM-535-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=ex6Mu7ZMUDWhZJSRfwF6NFl4wXh2S88P-3mkc7x0Srg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: AGENTES GELATINAS - FORMA FARMACÉUTICA:LÍQUIDO PARENTERAL - CONCENTRACIÓN:3,5 % - PRESENTACIÓN COMERCIAL: FRASCO/FUNDA X 500 ML",Adjudicado oferente ganador,PICHINCHA / QUITO,$7.29119,2022-08-08 08:00:00,Second 2022,B05AA06LPR177G2,Agentes gelatinas,Líquido parenteral,"3,5%",Frasco/Funda x 500 mL,47716.0,USD 7.291186,"USD 347,906.231176",FRESENIUS KABI S.A,USD 6.700000,2022-12-30 13:08:55,SI
678,SICM-536-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Dq732CofWjxJOdUOvvGAWH0e-2apkHWUiwM0xspe9qY,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: AGENTES GELATINAS - FORMA FARMACÉUTICA:LÍQUIDO PARENTERAL - CONCENTRACIÓN:4 % - PRESENTACIÓN COMERCIAL: FRASCO/FUNDA X 500 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$8.44266,2022-08-08 08:00:00,Second 2022,B05AA06LPR201G2,Agentes gelatinas,Líquido parenteral,4%,Frasco/Funda x 500 Ml,25614.0,USD 8.442656,"USD 216,250.190784",B.BRAUN MEDICAL S.A.,USD 7.830000,2022-10-20 11:44:16,SI
680,SICM-538-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=sxVaQQerSS2AKtJD4Jht0U_S9djJ-4gbPPAkS0QP7fs,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: EMULSIONES GRASAS LÍPIDOS- FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN:20 % - PRESENTACIÓN COMERCIAL: FRASCO DE VIDRIO X 500 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$11.92400,2022-08-08 08:00:00,Second 2022,B05BA02LPR139C3,Emulsiones grasas (lípidos),Líquido parenteral,20 %,Frasco de vidrio x 500 mL,60777.0,USD 11.924000,"USD 724,704.948000",FRESENIUS KABI S.A,USD 7.772000,2022-10-20 11:32:00,SI
684,SICM-542-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=ykECwamSWx3WC-pdwmUupxzJKAiwdeZmbDVCtmUtqAU,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: SULFADIAZINA DE PLATA - FORMA FARMACÉUTICA: SEMISÓLIDO CUTÁNEO - CONCENTRACIÓN:1 % - PRESENTACIÓN COMERCIAL: POMO/POTE X 400 G,Adjudicado otros oferentes,PICHINCHA / QUITO,$15.93551,2022-08-08 08:00:00,Second 2022,D06BA01SSC052T5,Sulfadiazina de plata,Semisólido cutáneo,1 %,Pomo/pote x 400 g,52660.0,USD 15.935514,"USD 839,164.167240",LETERAGO DEL ECUADOR S.A,USD 13.000000,2022-12-08 16:40:40,SI
685,SICM-543-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=TDLBo9CYQzCSkeDdtGkpKwSoc5WBMR9LgTqzgohG2I0,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CLINDAMICINA - FORMA FARMACÉUTICA: LÍQUIDO CUTÁNEO - CONCENTRACIÓN:1 % - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 30 ML -MÍNIMO-,Adjudicado otros oferentes,PICHINCHA / QUITO,$5.79000,2022-08-08 08:00:00,Second 2022,D10AF01LCT052X0,Clindamicina,Líquido cutáneo,1 %,Caja x frasco x 30 mL (mínimo),53510.0,USD 5.790000,"USD 309,822.900000",LABORATORIOS CHALVER DEL ECUADOR CIA LTDA,USD 3.100000,2023-02-13 17:34:30,SI
691,SICM-549-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=68AkGKPUsrnZFkiNNNsBcKGjxF9wfJnfHynfGWoYWDc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: SOMATOTROPINA -SOMATROPINA- FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN:5,3 MG -16 UI- PRESENTACIÓN COMERCIAL: CAJA X CARTUCHO + PLUMA DOSIFICADORA",Adjudicado oferente ganador,PICHINCHA / QUITO,$78.74885,2022-08-08 08:00:00,Second 2022,H01AC01SPR331X0,Somatotropina (Somatropina),Sólido parenteral,"5,3 mg (16 UI)",Caja x cartucho + pluma dosificadora,9703.0,USD 78.748851,"USD 764,100.101253",PFIZER CIA. LTDA.,USD 34.170000,2022-11-16 10:15:33,SI
692,SICM-550-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=2Dh8aA9icLPJlRlbcp_RsRBwWa40duKLnpIGT0Qq89I,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: SOMATOTROPINA -SOMATROPINA- FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 12 MG -36 UI- PRESENTACIÓN COMERCIAL: CAJA X CARTUCHO + PLUMA DOSIFICADORA,Adjudicado oferente ganador,PICHINCHA / QUITO,$168.14162,2022-08-08 08:00:00,Second 2022,H01AC01SPR334X0,Somatotropina (Somatropina),Sólido parenteral,12 mg (36 UI),Caja x cartucho + pluma dosificadora,6240.0,USD 168.141622,"USD 1,049,203.721280",PFIZER CIA. LTDA.,USD 76.880000,2022-11-16 10:28:41,SI
694,SICM-552-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=0k6TVHVa1g1LdJuXqgV9Tud2ZE3OTP6b8JBCJa6PceA,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: INMUNOGLOBULINA HUMANA NORMAL PARA ADMINISTRACIÓN INTRAVASCULAR - FORMA FARMACÉUTICA:LÍQUIDO PARENTERAL - CONCENTRACIÓN:100 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- X 100 ML,Adjudicado otros oferentes,PICHINCHA / QUITO,$540.30890,2022-08-08 08:00:00,Second 2022,J06BA02LPR088W8,Inmunoglobulina humana normal para administración intravascular,Líquido parenteral,100 mg/mL,Caja x vial(es) x 100 mL,48633.0,USD 540.308901,"USD 26,276,842.782333",LETERAGO DEL ECUADOR S.A,USD 522.000000,2023-01-30 10:23:19,SI
699,SICM-557-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=iHxCPr8f8aqim75-qR01O4vhP74pvijssvNVOp-2oP8,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: TIOGUANINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 40 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$3.85736,2022-08-08 08:00:00,Second 2022,L01BB03SOR209X0,Tioguanina,Sólido oral,40 mg,Caja x blíster/ristra,4500.0,USD 3.857358,"USD 17,358.111000",CEDIMED CIA. LTDA.,USD 3.660000,2023-03-27 13:23:48,SI
702,SICM-270-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=qD_nuEyUrKIPZlX-lz5S8dE4KND89xqDIDdLeChEDlw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: LEVOTIROXINA SÓDICA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 75 MCG 0,075 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA",Adjudicado oferente ganador,PICHINCHA / QUITO,$0.01980,2023-02-24 08:00:00,First 2023,H03AA01SOR020X0,Levotiroxina sódica,Sólido oral,"75 mcg (0,075 mg)",Caja x blíster/ristra,18013759.0,USD 0.019800,"USD 356,672.428200",NORTH LIFE PHARMA ECUADOR NLF C.L.,USD 0.018400,2023-11-17 09:20:09,SI
712,SICM-450-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=EnJgjn-WpDElSCjbZDQj2m6aV33-BsLCUHAKGqo6GjM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: RIVAROXABÁN - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 2,5 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA",Adjudicado otros oferentes,PICHINCHA / QUITO,$1.13000,2023-02-24 08:00:00,First 2023,B01AF01SOR132X0,Rivaroxabán,Sólido oral,"2,5 mg",Caja x blíster/ristra,113190.0,USD 1.130000,"USD 127,904.700000",NEOETHICALS CIA. LTDA.,USD 0.230000,2023-08-23 16:18:15,SI
714,SICM-436-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=QMsZwrmmYiomyoX0pTzLyHoYmIwLTjXJAl3tSB2hav4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: LIDOCAÍNA - FORMA FARMACÉUTICA: SEMISÓLIDO CUTÁNEO - CONCENTRACIÓN: 5 % - PRESENTACIÓN COMERCIAL: CAJA X TUBO X 10 G -MÍNIMO-,Adjudicado oferente ganador,PICHINCHA / QUITO,$1.82000,2023-02-24 08:00:00,First 2023,D04AB01SSC220X0,Lidocaína,Semisólido cutáneo,5 %,Caja x tubo x 10 g (mínimo),17676.0,USD 1.820000,"USD 32,170.320000",IMPORTADORA Y DISTRIBUIDORA MEDICA FERBOVASA CIA. LTDA.,USD 1.290000,2023-10-27 12:57:29,SI
719,SICM-309-2022-B,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=CsfqhbyRKlhRusxgYIIZHnqgEnwPYFnyP3dK6I30V9A,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: BETAMETASONA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 4 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 1 ML,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.14325,2023-02-24 08:00:00,First 2023,H02AB01LPR203A3,Betametasona,Líquido parenteral,4 mg/mL,Caja x ampolla(s) x 1 mL,1210952.0,USD 0.143251,"USD 173,470.084952",INTERBIOTIK CIA. LTDA.,USD 0.140000,2023-11-22 16:40:07,SI
720,SICM-441-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=vbOln-vtcOqfMkrRpD1sA0FbxABj422YGK6ktFqHMxg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: MORFINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 10 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.44587,2023-02-24 08:00:00,First 2023,N02AA01SOR075X0,Morfina,Sólido oral,10 mg,Caja x blíster/ristra,16320.0,USD 0.445867,"USD 7,276.549440",LABORATORIOS BIOGENET SCC,USD 0.400000,2023-06-30 16:40:46,SI
721,SICM-537-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=2UJ7k2I68LQx78N1Z1JZXZEXRUsp04bi6vdC2iDDxYI,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: EMULSIONES GRASAS -LÍPIDOS - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN:10 % - PRESENTACIÓN COMERCIAL: FRASCO DE VIDRIO X 500 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$7.73676,2023-02-24 08:00:00,First 2023,B05BA02LPR073C3,Emulsiones grasas (lípidos),Líquido parenteral,10 %,Frasco de vidrio x 500 mL,24143.0,USD 7.736758,"USD 186,788.548394",IMPORTADORA Y DISTRIBUIDORA MEDICA FERBOVASA CIA. LTDA.,USD 6.850000,2023-09-13 12:57:36,SI
723,SICM-455-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=7ymzuk5xPrkOBMhZ0deVXGxVSk1tbVWUIsdFMO9-9t0,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: TESTOSTERONA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 250 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 1 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$2.88000,2023-02-24 08:00:00,First 2023,G03BA03LPR169A3,Testosterona,Líquido parenteral,250 mg/mL,Caja x ampolla(s) x 1 mL,11468.0,USD 2.880000,"USD 33,027.840000",OFTALVIS S.A.,USD 2.650000,2023-06-30 16:10:14,SI
724,SICM-459-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=UG9f8wAc8O2I84JObpQ4UrvCx71HXcCtyIp1MFDKZ8Y,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: TROPICAMIDA - FORMA FARMACÉUTICA: LÍQUIDO OFTÁLMICO - CONCENTRACIÓN: 1 % - PRESENTACIÓN COMERCIAL: CAJA X FRASCO GOTERO X 5 ML -MÍNIMO-,Adjudicado oferente ganador,PICHINCHA / QUITO,$3.52000,2023-02-24 08:00:00,First 2023,S01FA06LOF052X0,Tropicamida,Líquido oftálmico,1 %,Caja x frasco gotero x 5 mL (mínimo),8223.0,USD 3.520000,"USD 28,944.960000",SALUD EXPRESS SALUDEXPRESS CIA LTDA,USD 2.300000,2023-09-29 16:09:39,SI
725,SICM-480-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=1hFDgyEazmXLXScRTiJI9PsAFqNGE6S55aXxEJDORvI,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: ESTRADIOL - FORMA FARMACÉUTICA: SÓLIDO CUTÁNEO -PARCHE TRANSDÉRMICO- -CONCENTRACIÓN: 3,9 MG -50 MCG/24 HORAS- -PRESENTACIÓN COMERCIAL: CAJA X PARCHE/PARCHES",Adjudicado oferente ganador,PICHINCHA / QUITO,$2.49712,2023-02-24 08:00:00,First 2023,G03CA03SCT325X0,Estradiol,Sólido cutáneo (Parche transdérmico),"3,9 mg (50 mcg/24 horas)",Caja x parche/parches,66383.0,USD 2.497115,"USD 165,765.985045",OFTALVIS S.A.,USD 2.370000,2023-09-13 12:37:32,SI
