codigo,detalle_url,entidad,objeto,estado,ubicacion,presupuesto,fecha_publicacion,semestre,cum_id,principio_activo,forma_farmaceutica,concentracion,presentacion,cantidad,precio_referencial,subtotal,proveedor_adjudicado,valor_adjudicado,fecha_adjudicacion
SICM2-398-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=oMxUlUq6Rh9AcxRo1nxOFKxunbANkBhjfx4ow0VEaJA,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: RETINOL VITAMINA A  - FORMA FARMACÉUTICA: SÓLIDO ORAL CÁPSULA BLANDA - CONCENTRACIÓN: 50 000 UI - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Verificación de documentación habilitante oferente ganador,PICHINCHA / QUITO,$0.06279,2023-11-14 08:00:00,Second 2023,A11CA01SOB229X0,Retinol (Vitamina A),Sólido oral (cápsula blanda),50 000 UI,Caja x blíster/ristra,4495033,USD 0.062794,"USD 282,261.102202",,,
SICM2-402-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=xsojCkUgSWFFo9TGQLtXuKUFET7f-1Adab-FyzFfJJc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: SULFATO DE MAGNESIO - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN:20 % - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 10 ML,Verificación de documentación habilitante oferente ganador,PICHINCHA / QUITO,$0.33860,2023-11-14 08:00:00,Second 2023,B05XA05LPR139A9,Sulfato de magnesio,Líquido parenteral,20 %,Caja x ampolla(s) x 10 mL,1494515,USD 0.338595,"USD 506,035.306425",,,
SICM2-429-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=xisKDjdWtsXTtdlQ15FmZOaOW1Wux5EEUYr64e3N-Ic,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: INSULINA ULTRARÁPIDA LISPRO - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 100 UI/ML - PRESENTACIÓN COMERCIAL: CAJA X CARTUCHO-S / PLUMA-S,Verificación de documentación habilitante oferente ganador,PICHINCHA / QUITO,$13.87215,2023-11-14 08:00:00,Second 2023,A10AB04LPR090X0,Insulina Ultrarápida (lispro),Líquido parenteral,100 UI/mL,Caja x cartucho(s) / pluma(s),66245,USD 13.872151,"USD 918,960.642995",,,
SICM2-435-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=F8cwsgFkjvUfbqu8KAjnYeJLGVzFsR8jNvZRkSc2eMI,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: LIDOCAÍNA - FORMA FARMACÉUTICA: SEMISÓLIDO CUTÁNEO - CONCENTRACIÓN: 2 % - PRESENTACIÓN COMERCIAL: CAJA X TUBO X 15 G MÍNIMO,Verificación de documentación habilitante oferente ganador,PICHINCHA / QUITO,$2.77033,2023-11-14 08:00:00,Second 2023,D04AB01SSC123X0,Lidocaína,Semisólido cutáneo,2 %,Caja x tubo x 15 g (mínimo),68709,USD 2.770326,"USD 190,346.329134",,,
SICM2-456-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=fzRfHWwzE136u6U05u9alq8kWUzAwApIU95TwnGkp88,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: TIAMAZOL METIMAZOL - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 5 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Verificación de documentación habilitante oferente ganador,PICHINCHA / QUITO,$0.10261,2023-11-14 08:00:00,Second 2023,H03BB02SOR223X0,Tiamazol (Metimazol),Sólido oral,5 mg,Caja x blíster/ristra,1342520,USD 0.102605,"USD 137,749.264600",,,
SICM2-457-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=UHGouFngiKbfIxfoBKg8R2Sp2EMa8XP1skStY6sLij0,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: TOXOIDE TETÁNICO - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: > 40 UI/0,5 ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES - CAJA X JERINGA-S PRELLENADA-S",Verificación de documentación habilitante oferente ganador,PICHINCHA / QUITO,$5.33800,2023-11-14 08:00:00,Second 2023,J07AM01LPR012X0,Toxoide tetánico,Líquido parenteral,"> 40 UI/0,5 mL",Caja x vial(es) - Caja x jeringa(s) prellenada(s),78294,USD 5.338000,"USD 417,933.372000",,,
SICM2-468-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=DqMIxiTSZwdmNPMIODhhBJsF81LyDYCaLIHmPL4rTt8,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: AMPICILINA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES CON DILUYENTE - CAJA X VIAL-ES,Verificación de documentación habilitante oferente ganador,PICHINCHA / QUITO,$0.29755,2023-11-14 08:00:00,Second 2023,J01CA01SPR241X0,Ampicilina,Sólido parenteral,500 mg,Caja x vial(es) con diluyente - Caja x vial(es),906251,USD 0.297554,"USD 269,658.610054",,,
SICM2-481-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=ncnXmXlm78AMDzdkLhNNReZGhoGU1aNSX4--jmYQols,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ESTREPTOQUINASA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 500 000 UI - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES,Verificación de documentación habilitante oferente ganador,PICHINCHA / QUITO,$326.63800,2023-11-14 08:00:00,Second 2023,B01AD01SPR072X0,Estreptoquinasa,Sólido parenteral,1 500 000 UI,Caja x vial(es),1669,USD 326.638000,"USD 545,158.822000",,,
SICM2-204-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=y0rIhjskfnP-qgz2Q9YDOs4DOCrVyoHfuJ91-VsKpqo,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CLARITROMICINA - FORMA FARMACÉUTICA: SÓLIDO ORAL POLVO - CONCENTRACIÓN: 250 MG/5 ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO PARA RECONSTITUIR A 60 ML MÍNIMO CON DOSIFICADOR,Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$1.98909,2023-10-06 08:00:00,Second 2023,J01FA09SOP168X0,Claritromicina,Sólido oral (polvo),250 mg/5 mL,Caja x frasco para reconstituir a 60 mL (mínimo) con dosificador,309114,USD 1.989092,"USD 614,856.184488",,,
SICM2-214-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=ATObxpTQ7flWhgqVevpeFmpyco5lLE08uQl-UuPYwm8,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: LACTULOSA - FORMA FARMACÉUTICA: LÍQUIDO ORAL - CONCENTRACIÓN: 65 % - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 100 ML MÍNIMO CON DOSIFICADOR,Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$2.05209,2023-10-06 08:00:00,Second 2023,A06AD11LOR265X0,Lactulosa,Líquido oral,65 %,Caja x frasco x 100 mL (mínimo) con dosificador,2171227,USD 2.052093,"USD 4,455,559.728111",,,
SICM2-561-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=mMERgvXFuW6Kle8WlUUKnrRGFYKYTwuNvBpIDNh0H3M,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: RUXOLITINIB - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 5 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$48.22420,2023-10-06 08:00:00,Second 2023,L01EJ01SOR223X0,Ruxolitinib,Sólido oral,5 mg,Caja x blíster/ristra,28860,USD 48.224195,"USD 1,391,750.267700",LABORATORIOS SIEGFRIED S.A.,USD 45.340000,2025-02-26 16:44:58
SICM2-591-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=aFKJyVBWLonBXJvGBRS8b53jmMAruX9JqdzO3OyzJlM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: INSULINA HUMANA ACCIÓN RÁPIDA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 100 UI/ML - PRESENTACIÓN COMERCIAL: CAJA X VIALES X 10 ML,Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$3.89898,2023-10-06 08:00:00,Second 2023,A10AB01LPR090V6,Insulina humana (acción rápida),Líquido parenteral,100 UI/mL,Caja x vial(es) x 10 mL,366029,USD 3.898977,"USD 1,427,138.652333",,,
SICM2-592-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=fWqvDtDt_E73NpSIq_6XlPYejlSkAD9zG8Psb0-HEI8,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: INSULINA HUMANA NPH ACCIÓN INTERMEDIA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 100 UI/ML - PRESENTACIÓN COMERCIAL: CAJA X VIALES X 10 ML,Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$3.89898,2023-10-06 08:00:00,Second 2023,A10AC01LPR090V6,Insulina humana NPH (acción intermedia),Líquido parenteral,100 UI/mL,Caja x vial(es) x 10 mL,2775947,USD 3.898977,"USD 10,823,353.506219",,,
SICM2-686-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=a0JH1tjzTQ-j9eAaNIN-bEQjN7Sqfll22xB0AfZqCyg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: INSULINA ULTRARÁPIDA ASPARTA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 100 UI/ML - PRESENTACIÓN COMERCIAL: CAJA X VIALES X 10 ML,Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$7.73639,2023-10-06 08:00:00,Second 2023,A10AB05LPR090V6,Insulina Ultrarápida (asparta),Líquido parenteral,100 UI/mL,Caja x vial(es) x 10 mL,24075,USD 7.736392,"USD 186,253.637400",,,
SICM2-569-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=a9hg_Vr1TkskYE7VZxdB3tr3ZlJffAxZhLzUk1GoN8M,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: FENITOÍNA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 100 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA/FRASCO DOSIS PERSONAL, NO ENVASE HOSPITALARIO",Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$0.04617,2023-10-06 08:00:00,Second 2023,N03AB02SOR083X0,Fenitoína,Sólido oral,100 mg,"Caja x blíster/ristra/frasco dosis personal, no envase hospitalario.",10017160,USD 0.046172,"USD 462,512.311520",,,
SICM2-226-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=uShq2bsokuROnZY--KBd3v0TQ7MJV22t56NIz7utA-E,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ISOTRETINOÍNA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 10 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$0.46685,2023-10-06 08:00:00,Second 2023,D10AD04SOR075X0,Isotretinoína,Sólido oral,10 mg,Caja x blíster/ristra,224721,USD 0.466851,"USD 104,911.223571",,,
SICM2-534-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=3DsO_c41nNDZpoKOgSI_q0iZP9THT5yUF3seA5V5nnU,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"""DCI: HIERRO, MULTIVITAMINAS Y MINERALES: HIERRO - ZINC - VITAMINA A - ÁCIDO FÓLICO - ÁCIDO ASCÓRBICO - FORMA FARMACÉUTICA: SÓLIDO ORAL POLVO - CONCENTRACIÓN:* 12,5 MG* 5 MG* 300 MCG* 160 MCG* 30 MG - PRESENTACIÓN COMERCIAL: CAJA X SOBRES/SACHETS""",Desierto,PICHINCHA / QUITO,$0.04104,2023-10-06 08:00:00,Second 2023,B03AE04SOP003X0,"Hierro, multivitaminas y minerales: Hierro - Zinc - Vitamina A - Ácido fólico - Ácido ascórbico",Sólido oral (polvo),"* 12,5 mg  * 5 mg  * 300 mcg  * 160 mcg  * 30 mg",Caja x sobres/sachets,78780046,USD 0.041044,"USD 3,233,448.208024",,,
SICM2-620-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=N5w9i-IVIQhY-HVzqtbba3YJy41dMwOeXvp2qTV0H1U,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: LEVOTIROXINA SÓDICA  - FORMA FARMACÉUTICA:SÓLIDO ORAL  - CONCENTRACIÓN:100 MCG 0,1 MG  - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA",Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$0.03392,2023-10-06 08:00:00,Second 2023,H03AA01SOR360X0,Levotiroxina sódica,Sólido oral,"100 mcg (0,1 mg)",Caja x blíster/ristra,25624745,USD 0.033924,"USD 869,293.849380",,,
SICM2-490-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=ldkfKvviG_0T5WBCC7m-fEmpHLwZwEGs7qV24yPfMVw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: FOSFOMICINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Por Adjudicar otros oferentes,PICHINCHA / QUITO,$0.68542,2023-10-06 08:00:00,Second 2023,J01XX01SOR241X0,Fosfomicina,Sólido oral,500 mg,Caja x blíster/ristra,1263359,USD 0.685422,"USD 865,934.052498",,,
SICM2-630-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=mCCvG-cS3Vsvxzomb0Cw-qxxt6Q2hODktPFh5y08E08,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: DACARBAZINA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 100 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL ES,Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$8.48106,2023-10-06 08:00:00,Second 2023,L01AX04SPR083X0,Dacarbazina,Sólido parenteral,100 mg,Caja x vial (es),4370,USD 8.481063,"USD 37,062.245310",,,
SICM2-512-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=w2cQx9A2qKY6xIo7saTZbxW9pGOdX_cpYQUWyF9PB9U,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: PERTUZUMAB - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 30 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL X 14 ML,Por Adjudicar oferente ganador,PICHINCHA / QUITO,$2052.94501,2023-10-06 08:00:00,Second 2023,L01FD02LPR182D6,Pertuzumab,Líquido parenteral,30 mg/ml,Caja x vial x 14 ml,84408,"USD 2,052.945010","USD 173,284,982.404080",,,
SICM2-451-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=cd-UskRHsBWFlyi1jAKRghA6fsxzUr0WvqM1pZkeiDc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: RUXOLITINIB - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 15 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$81.59123,2023-10-06 08:00:00,Second 2023,L01EJ01SOR107X0,Ruxolitinib,Sólido oral,15 mg,Caja x blíster/ristra,52972,USD 81.591233,"USD 4,322,050.794476",LABORATORIOS SIEGFRIED S.A.,USD 76.720000,2025-02-28 15:18:37
SICM2-646-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Z8cM45qrAZBW_N8JVOnN_hhzvmujjLkBf8Orn10Vwxg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: LEUPROLIDE - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL / SÓLIDO PARENTERAL - CONCENTRACIÓN:7,5 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- + DISOLVENTE - CAJA X JERINGA-S- PRELLENADA-S-",Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$78.02578,2023-10-06 08:00:00,Second 2023,L02AE02LSP268X0,Leuprolide,Líquido parenteral o sólido parenteral,"7,5 mg",Caja x vial(es) + disolvente - Caja x jeringa(s) prellenada(s),3665,USD 78.025783,"USD 285,964.494695",,,
SICM2-647-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=uGMuuPBNJD0I24zyVfPKntEyCPyAC1Gf2zLhxpfuNfc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: TAMOXIFENO - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 20 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$0.90000,2023-10-06 08:00:00,Second 2023,L02BA01SOR140X0,Tamoxifeno,Sólido oral,20 mg,Caja x blíster/ristra,922541,USD 0.900000,"USD 830,286.900000",,,
SICM2-352-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=tFchFe9ZCAy-XAotBg1N_LyZ3Ml3qXmGy6c2tS87vnk,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: DICLOXACILINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$0.10000,2023-10-06 08:00:00,Second 2023,J01CF01SOR241X0,Dicloxacilina,Sólido oral,500 mg,Caja x blíster/ristra,24709763,USD 0.100000,"USD 2,470,976.300000",,,
SICM2-273-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Y31sZcQJNwsX6ObZ3wtM7I8JToZtP-3T9RyWb6bX6CE,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: NISTATINA - FORMA FARMACÉUTICA: LÍQUIDO ORAL - CONCENTRACIÓN: 100 000 UI/ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 60 ML -MÍNIMO- CON DOSIFICADOR,Por Adjudicar otros oferentes,PICHINCHA / QUITO,$1.07735,2023-10-06 08:00:00,Second 2023,A07AA02LOR091X0,Nistatina,Líquido oral,100 000 UI/mL,Caja x frasco x 60 mL (mínimo) con dosificador,585067,USD 1.077349,"USD 630,321.347383",,,
SICM2-528-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=D5vqIuWSAM-ipsaV52mLucNM0jSKtZ_kEtG_ewRRZYE,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: OLIGOELEMENTOS - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL  - CONCENTRACIÓN: NO DEFINIDO - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 10 ML,Por Adjudicar otros oferentes,PICHINCHA / QUITO,$5.04050,2023-10-06 08:00:00,Second 2023,B05XX00LPR000A9,Oligoelementos,Líquido parenteral,No definido,Caja x ampolla(s) x 10 mL,198808,USD 5.040500,"USD 1,002,091.724000",,,
SICM2-502-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Wtnan3ZdMxCYKtiNEu-mOPgsJmu2RwJE1agvPBtJ_rk,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: LORAZEPAM - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 2 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$0.35230,2023-10-06 08:00:00,Second 2023,N05BA06SOR128X0,Lorazepam,Sólido oral,2 mg,Caja x blíster/ristra,76480,USD 0.352295,"USD 26,943.521600",,,
SICM2-654-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=VxxeHwzBM-nbn-gL_EJEZhUC02bsajQ0H6gCxOzGHNQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: BUPIVACAÍNA -SIN EPINEFRINA- - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN:0,5 % - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 20 ML",Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$2.66526,2023-10-06 08:00:00,Second 2023,N01BB01LPR041B1,Bupivacaína (sin epinefrina),Líquido parenteral,"0,5 %",Caja x ampolla(s) x 20 mL,78747,USD 2.665259,"USD 209,881.150473",,,
SICM2-501-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=zMJHZWhsicf1LJPkkmkMBY-ATla_W5x0xLx92-D8OpI,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: LORAZEPAM - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 1 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$0.17615,2023-10-06 08:00:00,Second 2023,N05BA06SOR054X0,Lorazepam,Sólido oral,1 mg,Caja x blíster/ristra,53180,USD 0.176148,"USD 9,367.550640",,,
SICM2-570-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=mRYClL3lNp7Zc2vul8oGi9w7aXfKhJ_oNlSOP5fPJAU,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CLONAZEPAM - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 1 MG - PRESENTACIÓN COMERCIAL:  CAJA X BLÍSTER/RISTRA,Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$0.19495,2023-10-06 08:00:00,Second 2023,N03AE01SOR054X0,Clonazepam,Sólido oral,1 mg,Caja x blíster/ristra,63364,USD 0.194949,"USD 12,352.748436",,,
SICM2-289-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=LBcIoEpFWOPc6lkU9C1_D9qrBpHIIq-JbBYo6mXtJFs,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ACICLOVIR - FORMA FARMACÉUTICA: SEMISÓLIDO OFTÁLMICO - CONCENTRACIÓN: 3 % - PRESENTACIÓN COMERCIAL: CAJA X TUBO X 5 G,Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$3.26283,2023-10-06 08:00:00,Second 2023,S01AD03SSO174T2,Aciclovir,Semisólido oftálmico,3 %,Caja x tubo x 5 g,4286,USD 3.262828,"USD 13,984.480808",,,
SICM2-556-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=0J7AwQSqvm7s1zhN_cPhDrWZ1pK6UYo14iQkmMi6E2k,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: MELFALÁN - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 2 MG - PRESENTACIÓN COMERCIAL: CAJA X FRASCO DOSIS PERSONAL, NO ENVASE HOSPITALARIO",Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$1.12865,2023-10-06 08:00:00,Second 2023,L01AA03SOR128X0,Melfalán,Sólido oral,2 mg,"Caja x frasco dosis personal, no envase hospitalario",27520,USD 1.128651,"USD 31,060.475520",,,
SICM2-341-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=kNhsgatUeAsKM7ImVsbLQVOf5Y63zzuLBRwxB-SJ4Z4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CLOTRIMAZOL - FORMA FARMACÉUTICA: LÍQUIDO CUTÁNEO - CONCENTRACIÓN: 1 % - PRESENTACIÓN COMERCIAL: FRASCO X 20 ML -MÍNIMO-,Verificación de documentación habilitante otros oferentes,PICHINCHA / QUITO,$1.87546,2023-10-06 08:00:00,Second 2023,D01AC01LCT052X0,Clotrimazol,Líquido cutáneo,1 %,Frasco x 20 mL (mínimo),50333,USD 1.875455,"USD 94,397.276515",,,
